Caller Method,Caller Library,Virtual Callee Method,Actual Callee Method,Callee Library,Count
org.antlr.v4.runtime.RuleContext::getText()Ljava/lang/String;,antlr4-runtime-4.7.2,org.antlr.v4.runtime.RuleContext::getChildCount()I,org.seimicrawler.xpath.antlr.XpathParser$NCNameContext::getChildCount()I,JsoupXpath-2.4.3,22404
org.seimicrawler.xpath.core.node.Text::call(Lorg/seimicrawler/xpath/core/Scope;)Lorg/seimicrawler/xpath/core/XValue;,JsoupXpath-2.4.3,org.jsoup.select.Elements::iterator()Ljava/util/Iterator;,org.jsoup.select.Elements::iterator()Ljava/util/Iterator;,jsoup-1.13.1,134
org.seimicrawler.xpath.core.XpathProcessor::visitNodeTest(Lorg/seimicrawler/xpath/antlr/XpathParser$NodeTestContext;)Lorg/seimicrawler/xpath/core/XValue;,JsoupXpath-2.4.3,org.antlr.v4.runtime.tree.TerminalNode::getText()Ljava/lang/String;,org.antlr.v4.runtime.tree.TerminalNodeImpl::getText()Ljava/lang/String;,antlr4-runtime-4.7.2,220
com.tngtech.java.junit.dataprovider.internal.TestGenerator::explodeTestMethod(Lorg/junit/runners/model/FrameworkMethod;Ljava/lang/Object;Lcom/tngtech/java/junit/dataprovider/DataProvider;)Ljava/util/List;,junit-dataprovider-1.10.2,org.junit.runners.model.FrameworkMethod::getMethod()Ljava/lang/reflect/Method;,org.junit.runners.model.FrameworkMethod::getMethod()Ljava/lang/reflect/Method;,junit-4.12,5
com.tngtech.java.junit.dataprovider.DataProviderRunner::getDataProviderMethod(Lorg/junit/runners/model/FrameworkMethod;)Lorg/junit/runners/model/FrameworkMethod;,junit-dataprovider-1.10.2,org.junit.runners.model.FrameworkMethod::getAnnotation(Ljava/lang/Class;)Ljava/lang/annotation/Annotation;,org.junit.runners.model.FrameworkMethod::getAnnotation(Ljava/lang/Class;)Ljava/lang/annotation/Annotation;,junit-4.12,14
ch.qos.logback.classic.BasicConfigurator::configure(Lch/qos/logback/classic/LoggerContext;)V,logback-classic-1.2.3,ch.qos.logback.core.ConsoleAppender::setName(Ljava/lang/String;)V,ch.qos.logback.core.ConsoleAppender::setName(Ljava/lang/String;)V,logback-core-1.2.3,1
org.slf4j.LoggerFactory::bind()V,slf4j-api-1.7.25,org.slf4j.impl.StaticLoggerBinder::getSingleton()Lorg/slf4j/impl/StaticLoggerBinder;,org.slf4j.impl.StaticLoggerBinder::getSingleton()Lorg/slf4j/impl/StaticLoggerBinder;,logback-classic-1.2.3,1
org.antlr.v4.runtime.tree.AbstractParseTreeVisitor::visit(Lorg/antlr/v4/runtime/tree/ParseTree;)Ljava/lang/Object;,antlr4-runtime-4.7.2,org.antlr.v4.runtime.tree.ParseTree::accept(Lorg/antlr/v4/runtime/tree/ParseTreeVisitor;)Ljava/lang/Object;,org.seimicrawler.xpath.antlr.XpathParser$UnaryExprNoRootContext::accept(Lorg/antlr/v4/runtime/tree/ParseTreeVisitor;)Ljava/lang/Object;,JsoupXpath-2.4.3,13372
org.antlr.v4.runtime.Lexer::emitEOF()Lorg/antlr/v4/runtime/Token;,antlr4-runtime-4.7.2,org.antlr.v4.runtime.Lexer::getLine()I,org.seimicrawler.xpath.antlr.XpathLexer::getLine()I,JsoupXpath-2.4.3,31
org.jsoup.nodes.Node$NodeList::onContentsChanged()V,jsoup-1.10.3,org.jsoup.nodes.Node::nodelistChanged()V,org.jsoup.nodes.Document::nodelistChanged()V,jsoup-1.13.1,109
org.seimicrawler.xpath.antlr.XpathParser::pathExprNoRoot()Lorg/seimicrawler/xpath/antlr/XpathParser$PathExprNoRootContext;,JsoupXpath-2.4.3,org.antlr.v4.runtime.atn.ParserATNSimulator::adaptivePredict(Lorg/antlr/v4/runtime/TokenStream;ILorg/antlr/v4/runtime/ParserRuleContext;)I,org.antlr.v4.runtime.atn.ParserATNSimulator::adaptivePredict(Lorg/antlr/v4/runtime/TokenStream;ILorg/antlr/v4/runtime/ParserRuleContext;)I,antlr4-runtime-4.7.2,124
org.antlr.v4.runtime.tree.AbstractParseTreeVisitor::visit(Lorg/antlr/v4/runtime/tree/ParseTree;)Ljava/lang/Object;,antlr4-runtime-4.7.2,org.antlr.v4.runtime.tree.ParseTree::accept(Lorg/antlr/v4/runtime/tree/ParseTreeVisitor;)Ljava/lang/Object;,org.seimicrawler.xpath.antlr.XpathParser$FunctionCallContext::accept(Lorg/antlr/v4/runtime/tree/ParseTreeVisitor;)Ljava/lang/Object;,JsoupXpath-2.4.3,218
org.antlr.v4.runtime.Parser::getInputStream()Lorg/antlr/v4/runtime/TokenStream;,antlr4-runtime-4.7.2,org.antlr.v4.runtime.Parser::getTokenStream()Lorg/antlr/v4/runtime/TokenStream;,org.seimicrawler.xpath.antlr.XpathParser::getTokenStream()Lorg/antlr/v4/runtime/TokenStream;,JsoupXpath-2.4.3,3288
org.antlr.v4.runtime.ParserRuleContext::addChild(Lorg/antlr/v4/runtime/RuleContext;)Lorg/antlr/v4/runtime/RuleContext;,antlr4-runtime-4.7.2,org.antlr.v4.runtime.ParserRuleContext::addAnyChild(Lorg/antlr/v4/runtime/tree/ParseTree;)Lorg/antlr/v4/runtime/tree/ParseTree;,org.seimicrawler.xpath.antlr.XpathParser$StepContext::addAnyChild(Lorg/antlr/v4/runtime/tree/ParseTree;)Lorg/antlr/v4/runtime/tree/ParseTree;,JsoupXpath-2.4.3,363
org.antlr.v4.runtime.tree.AbstractParseTreeVisitor::visit(Lorg/antlr/v4/runtime/tree/ParseTree;)Ljava/lang/Object;,antlr4-runtime-4.7.2,org.antlr.v4.runtime.tree.ParseTree::accept(Lorg/antlr/v4/runtime/tree/ParseTreeVisitor;)Ljava/lang/Object;,org.seimicrawler.xpath.antlr.XpathParser$PathExprNoRootContext::accept(Lorg/antlr/v4/runtime/tree/ParseTreeVisitor;)Ljava/lang/Object;,JsoupXpath-2.4.3,13373
org.antlr.v4.runtime.Parser::consume()Lorg/antlr/v4/runtime/Token;,antlr4-runtime-4.7.2,org.antlr.v4.runtime.Parser::createTerminalNode(Lorg/antlr/v4/runtime/ParserRuleContext;Lorg/antlr/v4/runtime/Token;)Lorg/antlr/v4/runtime/tree/TerminalNode;,org.seimicrawler.xpath.antlr.XpathParser::createTerminalNode(Lorg/antlr/v4/runtime/ParserRuleContext;Lorg/antlr/v4/runtime/Token;)Lorg/antlr/v4/runtime/tree/TerminalNode;,JsoupXpath-2.4.3,598
org.antlr.v4.runtime.ParserRuleContext::getRuleContext(Ljava/lang/Class;I)Lorg/antlr/v4/runtime/ParserRuleContext;,antlr4-runtime-4.7.2,org.antlr.v4.runtime.ParserRuleContext::getChild(Ljava/lang/Class;I)Lorg/antlr/v4/runtime/tree/ParseTree;,org.seimicrawler.xpath.antlr.XpathParser$FunctionCallContext::getChild(Ljava/lang/Class;I)Lorg/antlr/v4/runtime/tree/ParseTree;,JsoupXpath-2.4.3,218
org.seimicrawler.xpath.core.XpathProcessor::visitNCName(Lorg/seimicrawler/xpath/antlr/XpathParser$NCNameContext;)Lorg/seimicrawler/xpath/core/XValue;,JsoupXpath-2.4.3,org.antlr.v4.runtime.tree.TerminalNode::getText()Ljava/lang/String;,org.antlr.v4.runtime.tree.TerminalNodeImpl::getText()Ljava/lang/String;,antlr4-runtime-4.7.2,7686
org.antlr.v4.runtime.tree.AbstractParseTreeVisitor::visit(Lorg/antlr/v4/runtime/tree/ParseTree;)Ljava/lang/Object;,antlr4-runtime-4.7.2,org.antlr.v4.runtime.tree.ParseTree::accept(Lorg/antlr/v4/runtime/tree/ParseTreeVisitor;)Ljava/lang/Object;,org.seimicrawler.xpath.antlr.XpathParser$ExprContext::accept(Lorg/antlr/v4/runtime/tree/ParseTreeVisitor;)Ljava/lang/Object;,JsoupXpath-2.4.3,7557
com.tngtech.java.junit.dataprovider.internal.convert.StringConverter::convertValue(Ljava/lang/String;Ljava/lang/Class;Lcom/tngtech/java/junit/dataprovider/DataProvider;)Ljava/lang/Object;,junit-dataprovider-1.10.2,com.tngtech.java.junit.dataprovider.DataProvider::trimValues()Z,com.sun.proxy.$Proxy16::trimValues()Z,com.sun.proxy,6
org.junit.runners.BlockJUnit4ClassRunner::validateZeroArgConstructor(Ljava/util/List;)V,junit-4.12,org.junit.runners.BlockJUnit4ClassRunner::getTestClass()Lorg/junit/runners/model/TestClass;,com.tngtech.java.junit.dataprovider.DataProviderRunner::getTestClass()Lorg/junit/runners/model/TestClass;,junit-dataprovider-1.10.2,2
org.seimicrawler.xpath.core.XpathProcessor::visitAbsoluteLocationPathNoroot(Lorg/seimicrawler/xpath/antlr/XpathParser$AbsoluteLocationPathNorootContext;)Lorg/seimicrawler/xpath/core/XValue;,JsoupXpath-2.4.3,org.antlr.v4.runtime.Token::getText()Ljava/lang/String;,org.antlr.v4.runtime.CommonToken::getText()Ljava/lang/String;,antlr4-runtime-4.7.2,32
org.antlr.v4.runtime.Parser::addContextToParseTree()V,antlr4-runtime-4.7.2,org.antlr.v4.runtime.ParserRuleContext::addChild(Lorg/antlr/v4/runtime/RuleContext;)Lorg/antlr/v4/runtime/RuleContext;,org.seimicrawler.xpath.antlr.XpathParser$UnaryExprNoRootContext::addChild(Lorg/antlr/v4/runtime/RuleContext;)Lorg/antlr/v4/runtime/RuleContext;,JsoupXpath-2.4.3,123
org.junit.runners.BlockJUnit4ClassRunner::withRules(Lorg/junit/runners/model/FrameworkMethod;Ljava/lang/Object;Lorg/junit/runners/model/Statement;)Lorg/junit/runners/model/Statement;,junit-4.12,org.junit.runners.BlockJUnit4ClassRunner::getTestRules(Ljava/lang/Object;)Ljava/util/List;,com.tngtech.java.junit.dataprovider.DataProviderRunner::getTestRules(Ljava/lang/Object;)Ljava/util/List;,junit-dataprovider-1.10.2,25
ch.qos.logback.classic.util.ContextInitializer::findConfigFileURLFromSystemProperties(Ljava/lang/ClassLoader;Z)Ljava/net/URL;,logback-classic-1.2.3,ch.qos.logback.core.util.OptionHelper::getSystemProperty(Ljava/lang/String;)Ljava/lang/String;,ch.qos.logback.core.util.OptionHelper::getSystemProperty(Ljava/lang/String;)Ljava/lang/String;,logback-core-1.2.3,1
org.antlr.v4.runtime.ParserRuleContext::addChild(Lorg/antlr/v4/runtime/RuleContext;)Lorg/antlr/v4/runtime/RuleContext;,antlr4-runtime-4.7.2,org.antlr.v4.runtime.ParserRuleContext::addAnyChild(Lorg/antlr/v4/runtime/tree/ParseTree;)Lorg/antlr/v4/runtime/tree/ParseTree;,org.seimicrawler.xpath.antlr.XpathParser$PrimaryExprContext::addAnyChild(Lorg/antlr/v4/runtime/tree/ParseTree;)Lorg/antlr/v4/runtime/tree/ParseTree;,JsoupXpath-2.4.3,12
org.antlr.v4.runtime.Parser::enterOuterAlt(Lorg/antlr/v4/runtime/ParserRuleContext;I)V,antlr4-runtime-4.7.2,org.antlr.v4.runtime.ParserRuleContext::setAltNumber(I)V,org.seimicrawler.xpath.antlr.XpathParser$AbsoluteLocationPathNorootContext::setAltNumber(I)V,JsoupXpath-2.4.3,32
org.junit.runners.ParentRunner::getDescription()Lorg/junit/runner/Description;,junit-4.12,org.junit.runners.ParentRunner::getFilteredChildren()Ljava/util/Collection;,com.tngtech.java.junit.dataprovider.DataProviderRunner::getFilteredChildren()Ljava/util/Collection;,junit-dataprovider-1.10.2,1
org.junit.runners.BlockJUnit4ClassRunner::describeChild(Lorg/junit/runners/model/FrameworkMethod;)Lorg/junit/runner/Description;,junit-4.12,org.junit.runners.model.FrameworkMethod::getAnnotations()[Ljava/lang/annotation/Annotation;,com.tngtech.java.junit.dataprovider.DataProviderFrameworkMethod::getAnnotations()[Ljava/lang/annotation/Annotation;,junit-dataprovider-1.10.2,17
org.antlr.v4.runtime.Parser::enterOuterAlt(Lorg/antlr/v4/runtime/ParserRuleContext;I)V,antlr4-runtime-4.7.2,org.antlr.v4.runtime.ParserRuleContext::setAltNumber(I)V,org.seimicrawler.xpath.antlr.XpathParser$FilterExprContext::setAltNumber(I)V,JsoupXpath-2.4.3,60
org.antlr.v4.runtime.Parser::addContextToParseTree()V,antlr4-runtime-4.7.2,org.antlr.v4.runtime.ParserRuleContext::addChild(Lorg/antlr/v4/runtime/RuleContext;)Lorg/antlr/v4/runtime/RuleContext;,org.seimicrawler.xpath.antlr.XpathParser$MultiplicativeExprContext::addChild(Lorg/antlr/v4/runtime/RuleContext;)Lorg/antlr/v4/runtime/RuleContext;,JsoupXpath-2.4.3,125
org.antlr.v4.runtime.ParserRuleContext::addChild(Lorg/antlr/v4/runtime/tree/TerminalNode;)Lorg/antlr/v4/runtime/tree/TerminalNode;,antlr4-runtime-4.7.2,org.antlr.v4.runtime.ParserRuleContext::addAnyChild(Lorg/antlr/v4/runtime/tree/ParseTree;)Lorg/antlr/v4/runtime/tree/ParseTree;,org.seimicrawler.xpath.antlr.XpathParser$NodeTestContext::addAnyChild(Lorg/antlr/v4/runtime/tree/ParseTree;)Lorg/antlr/v4/runtime/tree/ParseTree;,JsoupXpath-2.4.3,87
com.tngtech.java.junit.dataprovider.DataProviderRunner$1::evaluate()V,junit-dataprovider-1.10.2,org.junit.runners.model.Statement::evaluate()V,org.junit.runners.ParentRunner$2::evaluate()V,junit-4.12,1
org.junit.runners.BlockJUnit4ClassRunner::collectInitializationErrors(Ljava/util/List;)V,junit-4.12,org.junit.runners.ParentRunner::collectInitializationErrors(Ljava/util/List;)V,com.tngtech.java.junit.dataprovider.DataProviderRunner::collectInitializationErrors(Ljava/util/List;)V,junit-dataprovider-1.10.2,1
org.junit.runners.BlockJUnit4ClassRunner::validateZeroArgConstructor(Ljava/util/List;)V,junit-4.12,org.junit.runners.BlockJUnit4ClassRunner::hasOneConstructor()Z,com.tngtech.java.junit.dataprovider.DataProviderRunner::hasOneConstructor()Z,junit-dataprovider-1.10.2,1
org.antlr.v4.runtime.Parser::enterOuterAlt(Lorg/antlr/v4/runtime/ParserRuleContext;I)V,antlr4-runtime-4.7.2,org.antlr.v4.runtime.ParserRuleContext::setAltNumber(I)V,org.seimicrawler.xpath.antlr.XpathParser$NodeTestContext::setAltNumber(I)V,JsoupXpath-2.4.3,154
org.antlr.v4.runtime.RuleContext::getText()Ljava/lang/String;,antlr4-runtime-4.7.2,org.antlr.v4.runtime.RuleContext::getChildCount()I,org.seimicrawler.xpath.antlr.XpathParser$AxisSpecifierContext::getChildCount()I,JsoupXpath-2.4.3,21266
com.tngtech.java.junit.dataprovider.internal.TestGenerator::explodeTestMethod(Lorg/junit/runners/model/FrameworkMethod;Lorg/junit/runners/model/FrameworkMethod;)Ljava/util/List;,junit-dataprovider-1.10.2,org.junit.runners.model.FrameworkMethod::invokeExplosively(Ljava/lang/Object;[Ljava/lang/Object;)Ljava/lang/Object;,org.junit.runners.model.FrameworkMethod::invokeExplosively(Ljava/lang/Object;[Ljava/lang/Object;)Ljava/lang/Object;,junit-4.12,1
org.junit.runners.BlockJUnit4ClassRunner::getChildren()Ljava/util/List;,junit-4.12,org.junit.runners.BlockJUnit4ClassRunner::computeTestMethods()Ljava/util/List;,com.tngtech.java.junit.dataprovider.DataProviderRunner::computeTestMethods()Ljava/util/List;,junit-dataprovider-1.10.2,1
org.junit.runners.BlockJUnit4ClassRunner::describeChild(Lorg/junit/runners/model/FrameworkMethod;)Lorg/junit/runner/Description;,junit-4.12,org.junit.runners.BlockJUnit4ClassRunner::testName(Lorg/junit/runners/model/FrameworkMethod;)Ljava/lang/String;,com.tngtech.java.junit.dataprovider.DataProviderRunner::testName(Lorg/junit/runners/model/FrameworkMethod;)Ljava/lang/String;,junit-dataprovider-1.10.2,25
org.seimicrawler.xpath.core.XValue::asString()Ljava/lang/String;,JsoupXpath-2.4.3,org.jsoup.nodes.Element::ownText()Ljava/lang/String;,org.jsoup.nodes.Element::ownText()Ljava/lang/String;,jsoup-1.13.1,126
org.seimicrawler.xpath.core.axis.AncestorSelector::apply(Lorg/jsoup/select/Elements;)Lorg/seimicrawler/xpath/core/XValue;,JsoupXpath-2.4.3,org.jsoup.select.Elements::iterator()Ljava/util/Iterator;,org.jsoup.select.Elements::iterator()Ljava/util/Iterator;,jsoup-1.13.1,5
org.seimicrawler.xpath.JXDocument::create(Ljava/lang/String;)Lorg/seimicrawler/xpath/JXDocument;,JsoupXpath-2.4.3,org.jsoup.nodes.Document::children()Lorg/jsoup/select/Elements;,org.jsoup.nodes.Document::children()Lorg/jsoup/select/Elements;,jsoup-1.13.1,80
org.antlr.v4.runtime.Parser::addContextToParseTree()V,antlr4-runtime-4.7.2,org.antlr.v4.runtime.ParserRuleContext::addChild(Lorg/antlr/v4/runtime/RuleContext;)Lorg/antlr/v4/runtime/RuleContext;,org.seimicrawler.xpath.antlr.XpathParser$FilterExprContext::addChild(Lorg/antlr/v4/runtime/RuleContext;)Lorg/antlr/v4/runtime/RuleContext;,JsoupXpath-2.4.3,60
org.seimicrawler.xpath.core.XValue::toString()Ljava/lang/String;,JsoupXpath-2.4.3,org.apache.commons.lang3.builder.ToStringBuilder::toString()Ljava/lang/String;,org.apache.commons.lang3.builder.ToStringBuilder::toString()Ljava/lang/String;,commons-lang3-3.3.2,4
org.junit.runners.ParentRunner::getDescription()Lorg/junit/runner/Description;,junit-4.12,org.junit.runners.ParentRunner::getRunnerAnnotations()[Ljava/lang/annotation/Annotation;,com.tngtech.java.junit.dataprovider.DataProviderRunner::getRunnerAnnotations()[Ljava/lang/annotation/Annotation;,junit-dataprovider-1.10.2,1
org.antlr.v4.runtime.ParserRuleContext::getRuleContext(Ljava/lang/Class;I)Lorg/antlr/v4/runtime/ParserRuleContext;,antlr4-runtime-4.7.2,org.antlr.v4.runtime.ParserRuleContext::getChild(Ljava/lang/Class;I)Lorg/antlr/v4/runtime/tree/ParseTree;,org.seimicrawler.xpath.antlr.XpathParser$LocationPathContext::getChild(Ljava/lang/Class;I)Lorg/antlr/v4/runtime/tree/ParseTree;,JsoupXpath-2.4.3,21142
org.antlr.v4.runtime.Parser::consume()Lorg/antlr/v4/runtime/Token;,antlr4-runtime-4.7.2,org.antlr.v4.runtime.ParserRuleContext::addChild(Lorg/antlr/v4/runtime/tree/TerminalNode;)Lorg/antlr/v4/runtime/tree/TerminalNode;,org.seimicrawler.xpath.antlr.XpathParser$PrimaryExprContext::addChild(Lorg/antlr/v4/runtime/tree/TerminalNode;)Lorg/antlr/v4/runtime/tree/TerminalNode;,JsoupXpath-2.4.3,52
org.junit.runners.BlockJUnit4ClassRunner::withRules(Lorg/junit/runners/model/FrameworkMethod;Ljava/lang/Object;Lorg/junit/runners/model/Statement;)Lorg/junit/runners/model/Statement;,junit-4.12,org.junit.runners.BlockJUnit4ClassRunner::withMethodRules(Lorg/junit/runners/model/FrameworkMethod;Ljava/util/List;Ljava/lang/Object;Lorg/junit/runners/model/Statement;)Lorg/junit/runners/model/Statement;,com.tngtech.java.junit.dataprovider.DataProviderRunner::withMethodRules(Lorg/junit/runners/model/FrameworkMethod;Ljava/util/List;Ljava/lang/Object;Lorg/junit/runners/model/Statement;)Lorg/junit/runners/model/Statement;,junit-dataprovider-1.10.2,25
org.antlr.v4.runtime.Parser::consume()Lorg/antlr/v4/runtime/Token;,antlr4-runtime-4.7.2,org.antlr.v4.runtime.ParserRuleContext::addChild(Lorg/antlr/v4/runtime/tree/TerminalNode;)Lorg/antlr/v4/runtime/tree/TerminalNode;,org.seimicrawler.xpath.antlr.XpathParser$RelativeLocationPathContext::addChild(Lorg/antlr/v4/runtime/tree/TerminalNode;)Lorg/antlr/v4/runtime/tree/TerminalNode;,JsoupXpath-2.4.3,92
org.slf4j.LoggerFactory::getILoggerFactory()Lorg/slf4j/ILoggerFactory;,slf4j-api-1.7.25,org.slf4j.impl.StaticLoggerBinder::getLoggerFactory()Lorg/slf4j/ILoggerFactory;,org.slf4j.impl.StaticLoggerBinder::getLoggerFactory()Lorg/slf4j/ILoggerFactory;,logback-classic-1.2.3,62
org.antlr.v4.runtime.Parser::consume()Lorg/antlr/v4/runtime/Token;,antlr4-runtime-4.7.2,org.antlr.v4.runtime.ParserRuleContext::addChild(Lorg/antlr/v4/runtime/tree/TerminalNode;)Lorg/antlr/v4/runtime/tree/TerminalNode;,org.seimicrawler.xpath.antlr.XpathParser$NameTestContext::addChild(Lorg/antlr/v4/runtime/tree/TerminalNode;)Lorg/antlr/v4/runtime/tree/TerminalNode;,JsoupXpath-2.4.3,6
org.antlr.v4.runtime.Lexer::emitEOF()Lorg/antlr/v4/runtime/Token;,antlr4-runtime-4.7.2,org.antlr.v4.runtime.Lexer::getCharPositionInLine()I,org.seimicrawler.xpath.antlr.XpathLexer::getCharPositionInLine()I,JsoupXpath-2.4.3,31
org.antlr.v4.runtime.Parser::consume()Lorg/antlr/v4/runtime/Token;,antlr4-runtime-4.7.2,org.antlr.v4.runtime.ParserRuleContext::addChild(Lorg/antlr/v4/runtime/tree/TerminalNode;)Lorg/antlr/v4/runtime/tree/TerminalNode;,org.seimicrawler.xpath.antlr.XpathParser$AdditiveExprContext::addChild(Lorg/antlr/v4/runtime/tree/TerminalNode;)Lorg/antlr/v4/runtime/tree/TerminalNode;,JsoupXpath-2.4.3,1
org.junit.runners.BlockJUnit4ClassRunner::getMethodRules(Ljava/lang/Object;)Ljava/util/List;,junit-4.12,org.junit.runners.BlockJUnit4ClassRunner::rules(Ljava/lang/Object;)Ljava/util/List;,com.tngtech.java.junit.dataprovider.DataProviderRunner::rules(Ljava/lang/Object;)Ljava/util/List;,junit-dataprovider-1.10.2,25
org.antlr.v4.runtime.ParserRuleContext::getRuleContext(Ljava/lang/Class;I)Lorg/antlr/v4/runtime/ParserRuleContext;,antlr4-runtime-4.7.2,org.antlr.v4.runtime.ParserRuleContext::getChild(Ljava/lang/Class;I)Lorg/antlr/v4/runtime/tree/ParseTree;,org.seimicrawler.xpath.antlr.XpathParser$MainContext::getChild(Ljava/lang/Class;I)Lorg/antlr/v4/runtime/tree/ParseTree;,JsoupXpath-2.4.3,31
org.antlr.v4.runtime.Parser::enterOuterAlt(Lorg/antlr/v4/runtime/ParserRuleContext;I)V,antlr4-runtime-4.7.2,org.antlr.v4.runtime.ParserRuleContext::setAltNumber(I)V,org.seimicrawler.xpath.antlr.XpathParser$AbbreviatedStepContext::setAltNumber(I)V,JsoupXpath-2.4.3,2
org.antlr.v4.runtime.Parser::consume()Lorg/antlr/v4/runtime/Token;,antlr4-runtime-4.7.2,org.antlr.v4.runtime.ParserRuleContext::addChild(Lorg/antlr/v4/runtime/tree/TerminalNode;)Lorg/antlr/v4/runtime/tree/TerminalNode;,org.seimicrawler.xpath.antlr.XpathParser$AbbreviatedStepContext::addChild(Lorg/antlr/v4/runtime/tree/TerminalNode;)Lorg/antlr/v4/runtime/tree/TerminalNode;,JsoupXpath-2.4.3,2
org.antlr.v4.runtime.ParserRuleContext::addChild(Lorg/antlr/v4/runtime/tree/TerminalNode;)Lorg/antlr/v4/runtime/tree/TerminalNode;,antlr4-runtime-4.7.2,org.antlr.v4.runtime.ParserRuleContext::addAnyChild(Lorg/antlr/v4/runtime/tree/ParseTree;)Lorg/antlr/v4/runtime/tree/ParseTree;,org.seimicrawler.xpath.antlr.XpathParser$UnaryExprNoRootContext::addAnyChild(Lorg/antlr/v4/runtime/tree/ParseTree;)Lorg/antlr/v4/runtime/tree/ParseTree;,JsoupXpath-2.4.3,1
org.antlr.v4.runtime.Parser::enterOuterAlt(Lorg/antlr/v4/runtime/ParserRuleContext;I)V,antlr4-runtime-4.7.2,org.antlr.v4.runtime.ParserRuleContext::setAltNumber(I)V,org.seimicrawler.xpath.antlr.XpathParser$ExprContext::setAltNumber(I)V,JsoupXpath-2.4.3,95
org.seimicrawler.xpath.core.node.AllText::call(Lorg/seimicrawler/xpath/core/Scope;)Lorg/seimicrawler/xpath/core/XValue;,JsoupXpath-2.4.3,org.jsoup.nodes.Element::nodeName()Ljava/lang/String;,org.jsoup.nodes.Element::nodeName()Ljava/lang/String;,jsoup-1.13.1,93
org.antlr.v4.runtime.Parser::enterOuterAlt(Lorg/antlr/v4/runtime/ParserRuleContext;I)V,antlr4-runtime-4.7.2,org.antlr.v4.runtime.ParserRuleContext::setAltNumber(I)V,org.seimicrawler.xpath.antlr.XpathParser$LocationPathContext::setAltNumber(I)V,JsoupXpath-2.4.3,64
org.antlr.v4.runtime.Parser::consume()Lorg/antlr/v4/runtime/Token;,antlr4-runtime-4.7.2,org.antlr.v4.runtime.ParserRuleContext::addChild(Lorg/antlr/v4/runtime/tree/TerminalNode;)Lorg/antlr/v4/runtime/tree/TerminalNode;,org.seimicrawler.xpath.antlr.XpathParser$AxisSpecifierContext::addChild(Lorg/antlr/v4/runtime/tree/TerminalNode;)Lorg/antlr/v4/runtime/tree/TerminalNode;,JsoupXpath-2.4.3,38
org.junit.runners.BlockJUnit4ClassRunner::collectInitializationErrors(Ljava/util/List;)V,junit-4.12,org.junit.runners.BlockJUnit4ClassRunner::validateFields(Ljava/util/List;)V,com.tngtech.java.junit.dataprovider.DataProviderRunner::validateFields(Ljava/util/List;)V,junit-dataprovider-1.10.2,1
org.seimicrawler.xpath.util.CommonUtil::sameTagElNums(Lorg/jsoup/nodes/Element;Lorg/seimicrawler/xpath/core/Scope;)I,JsoupXpath-2.4.3,org.jsoup.select.Elements::add(Ljava/lang/Object;)Z,org.jsoup.select.Elements::add(Ljava/lang/Object;)Z,jsoup-1.13.1,44
org.antlr.v4.runtime.Parser::enterOuterAlt(Lorg/antlr/v4/runtime/ParserRuleContext;I)V,antlr4-runtime-4.7.2,org.antlr.v4.runtime.ParserRuleContext::setAltNumber(I)V,org.seimicrawler.xpath.antlr.XpathParser$UnaryExprNoRootContext::setAltNumber(I)V,JsoupXpath-2.4.3,123
org.antlr.v4.runtime.Parser::addContextToParseTree()V,antlr4-runtime-4.7.2,org.antlr.v4.runtime.ParserRuleContext::addChild(Lorg/antlr/v4/runtime/RuleContext;)Lorg/antlr/v4/runtime/RuleContext;,org.seimicrawler.xpath.antlr.XpathParser$QNameContext::addChild(Lorg/antlr/v4/runtime/RuleContext;)Lorg/antlr/v4/runtime/RuleContext;,JsoupXpath-2.4.3,129
org.junit.runners.BlockJUnit4ClassRunner::computeTestMethods()Ljava/util/List;,junit-4.12,org.junit.runners.BlockJUnit4ClassRunner::getTestClass()Lorg/junit/runners/model/TestClass;,com.tngtech.java.junit.dataprovider.DataProviderRunner::getTestClass()Lorg/junit/runners/model/TestClass;,junit-dataprovider-1.10.2,1
org.antlr.v4.runtime.Lexer::emit()Lorg/antlr/v4/runtime/Token;,antlr4-runtime-4.7.2,org.antlr.v4.runtime.Lexer::getCharIndex()I,org.seimicrawler.xpath.antlr.XpathLexer::getCharIndex()I,JsoupXpath-2.4.3,598
org.antlr.v4.runtime.Parser::enterOuterAlt(Lorg/antlr/v4/runtime/ParserRuleContext;I)V,antlr4-runtime-4.7.2,org.antlr.v4.runtime.ParserRuleContext::setAltNumber(I)V,org.seimicrawler.xpath.antlr.XpathParser$StepContext::setAltNumber(I)V,JsoupXpath-2.4.3,156
org.antlr.v4.runtime.Parser::reset()V,antlr4-runtime-4.7.2,org.antlr.v4.runtime.Parser::getInputStream()Lorg/antlr/v4/runtime/TokenStream;,org.seimicrawler.xpath.antlr.XpathParser::getInputStream()Lorg/antlr/v4/runtime/TokenStream;,JsoupXpath-2.4.3,31
ch.qos.logback.core.ContextBase::initCollisionMaps()V,logback-core-1.2.3,ch.qos.logback.core.ContextBase::putObject(Ljava/lang/String;Ljava/lang/Object;)V,ch.qos.logback.classic.LoggerContext::putObject(Ljava/lang/String;Ljava/lang/Object;)V,logback-classic-1.2.3,2
