Caller Method,Caller Library,Virtual Callee Method,Actual Callee Method,Callee Library,Count
org.eclipse.jetty.util.component.ContainerLifeCycle::doStart()V,jetty-util-9.4.26.v20200117,org.eclipse.jetty.util.component.ContainerLifeCycle::start(Lorg/eclipse/jetty/util/component/LifeCycle;)V,org.eclipse.jetty.io.ManagedSelector::start(Lorg/eclipse/jetty/util/component/LifeCycle;)V,jetty-io-9.4.26.v20200117,4
org.jsoup.select.NodeTraversor::traverse(Lorg/jsoup/select/NodeVisitor;Lorg/jsoup/nodes/Node;)V,jsoup-1.13.1,org.jsoup.select.NodeVisitor::tail(Lorg/jsoup/nodes/Node;I)V,org.jsoup.nodes.NodeTest$1::tail(Lorg/jsoup/nodes/Node;I)V,org.jsoup.nodes,3
org.eclipse.jetty.servlet.ServletHandler::updateMappings()V,jetty-servlet-9.4.26.v20200117,org.eclipse.jetty.util.log.Logger::isDebugEnabled()Z,org.eclipse.jetty.util.log.StdErrLog::isDebugEnabled()Z,jetty-util-9.4.26.v20200117,36
org.eclipse.jetty.util.component.ContainerLifeCycle::doStart()V,jetty-util-9.4.26.v20200117,org.eclipse.jetty.util.component.ContainerLifeCycle::manage(Lorg/eclipse/jetty/util/component/ContainerLifeCycle$Bean;)V,org.eclipse.jetty.server.ServerConnector$ServerConnectorManager::manage(Lorg/eclipse/jetty/util/component/ContainerLifeCycle$Bean;)V,jetty-server-9.4.26.v20200117,4
org.eclipse.jetty.server.Request::extractContentParameters()V,jetty-server-9.4.26.v20200117,org.eclipse.jetty.http.HttpFields::contains(Lorg/eclipse/jetty/http/HttpHeader;)Z,org.eclipse.jetty.http.HttpFields::contains(Lorg/eclipse/jetty/http/HttpHeader;)Z,jetty-http-9.4.26.v20200117,2
org.jsoup.select.NodeTraversor::filter(Lorg/jsoup/select/NodeFilter;Lorg/jsoup/nodes/Node;)Lorg/jsoup/select/NodeFilter$FilterResult;,jsoup-1.13.1,org.jsoup.select.NodeFilter::head(Lorg/jsoup/nodes/Node;I)Lorg/jsoup/select/NodeFilter$FilterResult;,org.jsoup.select.TraversorTest$5::head(Lorg/jsoup/nodes/Node;I)Lorg/jsoup/select/NodeFilter$FilterResult;,org.jsoup.select,3
org.eclipse.jetty.io.SelectorManager::doStop()V,jetty-io-9.4.26.v20200117,org.eclipse.jetty.io.SelectorManager::removeBean(Ljava/lang/Object;)Z,org.eclipse.jetty.server.ServerConnector$ServerConnectorManager::removeBean(Ljava/lang/Object;)Z,jetty-server-9.4.26.v20200117,4
org.eclipse.jetty.server.HttpChannelOverHttp::parsedHeader(Lorg/eclipse/jetty/http/HttpField;)V,jetty-server-9.4.26.v20200117,org.eclipse.jetty.http.HttpURI::isAbsolute()Z,org.eclipse.jetty.http.HttpURI::isAbsolute()Z,jetty-http-9.4.26.v20200117,56
org.eclipse.jetty.util.component.ContainerLifeCycle::doStart()V,jetty-util-9.4.26.v20200117,org.eclipse.jetty.util.component.AbstractLifeCycle::doStart()V,org.eclipse.jetty.server.Server::doStart()V,jetty-server-9.4.26.v20200117,1
org.eclipse.jetty.server.HttpOutput::close()V,jetty-server-9.4.26.v20200117,org.eclipse.jetty.util.BufferUtil::hasContent(Ljava/nio/ByteBuffer;)Z,org.eclipse.jetty.util.BufferUtil::hasContent(Ljava/nio/ByteBuffer;)Z,jetty-util-9.4.26.v20200117,1
org.eclipse.jetty.util.thread.Invocable::getInvocationType(Ljava/lang/Object;)Lorg/eclipse/jetty/util/thread/Invocable$InvocationType;,jetty-util-9.4.26.v20200117,org.eclipse.jetty.util.thread.Invocable::getInvocationType()Lorg/eclipse/jetty/util/thread/Invocable$InvocationType;,org.eclipse.jetty.io.ChannelEndPoint$2::getInvocationType()Lorg/eclipse/jetty/util/thread/Invocable$InvocationType;,jetty-io-9.4.26.v20200117,33
org.jsoup.select.NodeTraversor::traverse(Lorg/jsoup/select/NodeVisitor;Lorg/jsoup/nodes/Node;)V,jsoup-1.13.1,org.jsoup.select.NodeVisitor::tail(Lorg/jsoup/nodes/Node;I)V,org.jsoup.select.ElementsTest$1::tail(Lorg/jsoup/nodes/Node;I)V,org.jsoup.select,5
org.eclipse.jetty.server.AbstractConnector::doStart()V,jetty-server-9.4.26.v20200117,org.eclipse.jetty.util.component.Graceful$Shutdown::cancel()V,org.eclipse.jetty.util.component.Graceful$Shutdown::cancel()V,jetty-util-9.4.26.v20200117,1
org.jsoup.select.NodeTraversor::filter(Lorg/jsoup/select/NodeFilter;Lorg/jsoup/nodes/Node;)Lorg/jsoup/select/NodeFilter$FilterResult;,jsoup-1.13.1,org.jsoup.select.NodeFilter::tail(Lorg/jsoup/nodes/Node;I)Lorg/jsoup/select/NodeFilter$FilterResult;,org.jsoup.select.TraversorTest$5::tail(Lorg/jsoup/nodes/Node;I)Lorg/jsoup/select/NodeFilter$FilterResult;,org.jsoup.select,2
org.eclipse.jetty.io.WriteFlusher::write(Lorg/eclipse/jetty/util/Callback;[Ljava/nio/ByteBuffer;)V,jetty-io-9.4.26.v20200117,org.eclipse.jetty.util.Callback::succeeded()V,org.eclipse.jetty.server.HttpConnection$SendCallback::succeeded()V,jetty-server-9.4.26.v20200117,61
org.eclipse.jetty.server.HttpChannelOverHttp::startRequest(Ljava/lang/String;Ljava/lang/String;Lorg/eclipse/jetty/http/HttpVersion;)Z,jetty-server-9.4.26.v20200117,org.eclipse.jetty.http.MetaData$Request::setHttpVersion(Lorg/eclipse/jetty/http/HttpVersion;)V,org.eclipse.jetty.http.MetaData$Request::setHttpVersion(Lorg/eclipse/jetty/http/HttpVersion;)V,jetty-http-9.4.26.v20200117,56
org.eclipse.jetty.server.Server::getDateField()Lorg/eclipse/jetty/http/HttpField;,jetty-server-9.4.26.v20200117,org.eclipse.jetty.http.DateGenerator::formatDate(J)Ljava/lang/String;,org.eclipse.jetty.http.DateGenerator::formatDate(J)Ljava/lang/String;,jetty-http-9.4.26.v20200117,5
org.eclipse.jetty.server.Utf8HttpWriter::write([CII)V,jetty-server-9.4.26.v20200117,org.eclipse.jetty.util.ByteArrayOutputStream2::reset()V,org.eclipse.jetty.util.ByteArrayOutputStream2::reset()V,jetty-util-9.4.26.v20200117,648
org.jsoup.select.NodeTraversor::filter(Lorg/jsoup/select/NodeFilter;Lorg/jsoup/nodes/Node;)Lorg/jsoup/select/NodeFilter$FilterResult;,jsoup-1.13.1,org.jsoup.select.NodeFilter::head(Lorg/jsoup/nodes/Node;I)Lorg/jsoup/select/NodeFilter$FilterResult;,org.jsoup.nodes.ElementTest$2::head(Lorg/jsoup/nodes/Node;I)Lorg/jsoup/select/NodeFilter$FilterResult;,org.jsoup.nodes,7
javax.servlet.http.HttpServlet::service(Ljavax/servlet/http/HttpServletRequest;Ljavax/servlet/http/HttpServletResponse;)V,javax.servlet-api-3.1.0,javax.servlet.http.HttpServlet::getLastModified(Ljavax/servlet/http/HttpServletRequest;)J,org.jsoup.integration.servlets.Deflateservlet::getLastModified(Ljavax/servlet/http/HttpServletRequest;)J,org.jsoup.integration.servlets,1
org.eclipse.jetty.servlet.ServletHandler::doScope(Ljava/lang/String;Lorg/eclipse/jetty/server/Request;Ljavax/servlet/http/HttpServletRequest;Ljavax/servlet/http/HttpServletResponse;)V,jetty-servlet-9.4.26.v20200117,org.eclipse.jetty.http.pathmap.PathSpec::getPathInfo(Ljava/lang/String;)Ljava/lang/String;,org.eclipse.jetty.http.pathmap.ServletPathSpec::getPathInfo(Ljava/lang/String;)Ljava/lang/String;,jetty-http-9.4.26.v20200117,56
org.eclipse.jetty.server.HttpConnection::fillAndParseForContent()Z,jetty-server-9.4.26.v20200117,org.eclipse.jetty.http.HttpParser::inContentState()Z,org.eclipse.jetty.http.HttpParser::inContentState()Z,jetty-http-9.4.26.v20200117,28
org.eclipse.jetty.server.HttpOutput::releaseBuffer()V,jetty-server-9.4.26.v20200117,org.eclipse.jetty.io.ByteBufferPool::release(Ljava/nio/ByteBuffer;)V,org.eclipse.jetty.io.ArrayByteBufferPool::release(Ljava/nio/ByteBuffer;)V,jetty-io-9.4.26.v20200117,31
org.eclipse.jetty.util.component.AbstractLifeCycle::start()V,jetty-util-9.4.26.v20200117,org.eclipse.jetty.util.component.AbstractLifeCycle::setStarting()V,org.eclipse.jetty.io.ManagedSelector::setStarting()V,jetty-io-9.4.26.v20200117,4
org.eclipse.jetty.server.HttpOutput::write([BII)V,jetty-server-9.4.26.v20200117,org.eclipse.jetty.util.BufferUtil::hasContent(Ljava/nio/ByteBuffer;)Z,org.eclipse.jetty.util.BufferUtil::hasContent(Ljava/nio/ByteBuffer;)Z,jetty-util-9.4.26.v20200117,3
org.eclipse.jetty.util.component.AbstractLifeCycle::start()V,jetty-util-9.4.26.v20200117,org.eclipse.jetty.util.component.AbstractLifeCycle::setStarting()V,org.eclipse.jetty.server.HttpConnectionFactory::setStarting()V,jetty-server-9.4.26.v20200117,1
org.eclipse.jetty.servlet.ServletHolder::destroyInstance(Ljava/lang/Object;)V,jetty-servlet-9.4.26.v20200117,javax.servlet.Servlet::destroy()V,org.jsoup.integration.servlets.Deflateservlet::destroy()V,org.jsoup.integration.servlets,1
org.eclipse.jetty.io.AbstractEndPoint::close()V,jetty-io-9.4.26.v20200117,org.eclipse.jetty.util.log.Logger::isDebugEnabled()Z,org.eclipse.jetty.util.log.StdErrLog::isDebugEnabled()Z,jetty-util-9.4.26.v20200117,3
org.jsoup.select.NodeTraversor::filter(Lorg/jsoup/select/NodeFilter;Lorg/jsoup/nodes/Node;)Lorg/jsoup/select/NodeFilter$FilterResult;,jsoup-1.13.1,org.jsoup.select.NodeFilter::tail(Lorg/jsoup/nodes/Node;I)Lorg/jsoup/select/NodeFilter$FilterResult;,org.jsoup.nodes.ElementTest$2::tail(Lorg/jsoup/nodes/Node;I)Lorg/jsoup/select/NodeFilter$FilterResult;,org.jsoup.nodes,7
org.eclipse.jetty.util.component.ContainerLifeCycle::addBean(Ljava/lang/Object;Lorg/eclipse/jetty/util/component/ContainerLifeCycle$Managed;)Z,jetty-util-9.4.26.v20200117,org.eclipse.jetty.util.component.LifeCycle::isRunning()Z,org.eclipse.jetty.server.handler.ErrorHandler::isRunning()Z,jetty-server-9.4.26.v20200117,1
org.eclipse.jetty.http.HttpParser::parseFields(Ljava/nio/ByteBuffer;)Z,jetty-http-9.4.26.v20200117,org.eclipse.jetty.util.Trie::getBest(Ljava/nio/ByteBuffer;II)Ljava/lang/Object;,org.eclipse.jetty.util.ArrayTernaryTrie::getBest(Ljava/nio/ByteBuffer;II)Ljava/lang/Object;,jetty-util-9.4.26.v20200117,309
org.eclipse.jetty.server.Response::setContentType(Ljava/lang/String;)V,jetty-server-9.4.26.v20200117,org.eclipse.jetty.http.HttpFields::put(Lorg/eclipse/jetty/http/HttpField;)V,org.eclipse.jetty.http.HttpFields::put(Lorg/eclipse/jetty/http/HttpField;)V,jetty-http-9.4.26.v20200117,28
org.eclipse.jetty.server.HttpOutput::close()V,jetty-server-9.4.26.v20200117,org.eclipse.jetty.util.log.Logger::isDebugEnabled()Z,org.eclipse.jetty.util.log.StdErrLog::isDebugEnabled()Z,jetty-util-9.4.26.v20200117,1
org.eclipse.jetty.servlet.ServletHolder::initServlet()V,jetty-servlet-9.4.26.v20200117,javax.servlet.Servlet::init(Ljavax/servlet/ServletConfig;)V,org.jsoup.integration.servlets.EchoServlet::init(Ljavax/servlet/ServletConfig;)V,org.jsoup.integration.servlets,1
javax.servlet.http.HttpServlet::service(Ljavax/servlet/ServletRequest;Ljavax/servlet/ServletResponse;)V,javax.servlet-api-3.1.0,javax.servlet.http.HttpServlet::service(Ljavax/servlet/http/HttpServletRequest;Ljavax/servlet/http/HttpServletResponse;)V,org.jsoup.integration.servlets.EchoServlet::service(Ljavax/servlet/http/HttpServletRequest;Ljavax/servlet/http/HttpServletResponse;)V,org.jsoup.integration.servlets,21
org.eclipse.jetty.server.HttpChannelOverHttp::headerComplete()Z,jetty-server-9.4.26.v20200117,org.eclipse.jetty.http.HttpFields::contains(Lorg/eclipse/jetty/http/HttpHeader;Ljava/lang/String;)Z,org.eclipse.jetty.http.HttpFields::contains(Lorg/eclipse/jetty/http/HttpHeader;Ljava/lang/String;)Z,jetty-http-9.4.26.v20200117,56
org.eclipse.jetty.server.HttpChannelOverHttp::headerComplete()Z,jetty-server-9.4.26.v20200117,org.eclipse.jetty.http.HttpField::contains(Ljava/lang/String;)Z,org.eclipse.jetty.http.HttpField::contains(Ljava/lang/String;)Z,jetty-http-9.4.26.v20200117,56
org.eclipse.jetty.util.component.AbstractLifeCycle::start()V,jetty-util-9.4.26.v20200117,org.eclipse.jetty.util.component.AbstractLifeCycle::setStarting()V,org.eclipse.jetty.server.Server::setStarting()V,jetty-server-9.4.26.v20200117,1
org.eclipse.jetty.server.HttpOutput::complete(Lorg/eclipse/jetty/util/Callback;)V,jetty-server-9.4.26.v20200117,org.eclipse.jetty.util.Callback::succeeded()V,org.eclipse.jetty.util.Callback$4::succeeded()V,jetty-util-9.4.26.v20200117,2
org.eclipse.jetty.http.HttpGenerator::committed(Ljava/nio/ByteBuffer;Ljava/nio/ByteBuffer;Z)Lorg/eclipse/jetty/http/HttpGenerator$Result;,jetty-http-9.4.26.v20200117,org.eclipse.jetty.util.BufferUtil::length(Ljava/nio/ByteBuffer;)I,org.eclipse.jetty.util.BufferUtil::length(Ljava/nio/ByteBuffer;)I,jetty-util-9.4.26.v20200117,11
org.eclipse.jetty.servlet.ServletHolder::handle(Lorg/eclipse/jetty/server/Request;Ljavax/servlet/ServletRequest;Ljavax/servlet/ServletResponse;)V,jetty-servlet-9.4.26.v20200117,javax.servlet.Servlet::service(Ljavax/servlet/ServletRequest;Ljavax/servlet/ServletResponse;)V,org.jsoup.integration.servlets.HelloServlet::service(Ljavax/servlet/ServletRequest;Ljavax/servlet/ServletResponse;)V,org.jsoup.integration.servlets,2
org.eclipse.jetty.servlet.ServletHandler::doStop()V,jetty-servlet-9.4.26.v20200117,org.eclipse.jetty.util.LazyList::toArray(Ljava/lang/Object;Ljava/lang/Class;)Ljava/lang/Object;,org.eclipse.jetty.util.LazyList::toArray(Ljava/lang/Object;Ljava/lang/Class;)Ljava/lang/Object;,jetty-util-9.4.26.v20200117,5
org.eclipse.jetty.util.component.ContainerLifeCycle::stop(Lorg/eclipse/jetty/util/component/LifeCycle;)V,jetty-util-9.4.26.v20200117,org.eclipse.jetty.util.component.LifeCycle::stop()V,org.eclipse.jetty.io.ManagedSelector::stop()V,jetty-io-9.4.26.v20200117,8
org.eclipse.jetty.util.component.ContainerLifeCycle::addBean(Ljava/lang/Object;Lorg/eclipse/jetty/util/component/ContainerLifeCycle$Managed;)Z,jetty-util-9.4.26.v20200117,org.eclipse.jetty.util.component.ContainerLifeCycle::isStarting()Z,org.eclipse.jetty.server.ServerConnector::isStarting()Z,jetty-server-9.4.26.v20200117,4
org.eclipse.jetty.server.handler.AbstractHandlerContainer::setServer(Lorg/eclipse/jetty/server/Server;)V,jetty-server-9.4.26.v20200117,org.eclipse.jetty.server.handler.AbstractHandlerContainer::getServer()Lorg/eclipse/jetty/server/Server;,org.eclipse.jetty.servlet.ServletHandler::getServer()Lorg/eclipse/jetty/server/Server;,jetty-servlet-9.4.26.v20200117,1
javax.servlet.http.HttpServlet::service(Ljavax/servlet/http/HttpServletRequest;Ljavax/servlet/http/HttpServletResponse;)V,javax.servlet-api-3.1.0,javax.servlet.http.HttpServlet::getLastModified(Ljavax/servlet/http/HttpServletRequest;)J,org.jsoup.integration.servlets.RedirectServlet::getLastModified(Ljavax/servlet/http/HttpServletRequest;)J,org.jsoup.integration.servlets,23
org.eclipse.jetty.server.handler.HandlerWrapper::handle(Ljava/lang/String;Lorg/eclipse/jetty/server/Request;Ljavax/servlet/http/HttpServletRequest;Ljavax/servlet/http/HttpServletResponse;)V,jetty-server-9.4.26.v20200117,org.eclipse.jetty.server.Handler::handle(Ljava/lang/String;Lorg/eclipse/jetty/server/Request;Ljavax/servlet/http/HttpServletRequest;Ljavax/servlet/http/HttpServletResponse;)V,org.eclipse.jetty.servlet.ServletHandler::handle(Ljava/lang/String;Lorg/eclipse/jetty/server/Request;Ljavax/servlet/http/HttpServletRequest;Ljavax/servlet/http/HttpServletResponse;)V,jetty-servlet-9.4.26.v20200117,56
javax.servlet.http.HttpServlet::service(Ljavax/servlet/http/HttpServletRequest;Ljavax/servlet/http/HttpServletResponse;)V,javax.servlet-api-3.1.0,javax.servlet.http.HttpServlet::doGet(Ljavax/servlet/http/HttpServletRequest;Ljavax/servlet/http/HttpServletResponse;)V,org.jsoup.integration.servlets.HelloServlet::doGet(Ljavax/servlet/http/HttpServletRequest;Ljavax/servlet/http/HttpServletResponse;)V,org.jsoup.integration.servlets,2
org.eclipse.jetty.util.component.AbstractLifeCycle::stop()V,jetty-util-9.4.26.v20200117,org.eclipse.jetty.util.component.AbstractLifeCycle::setStopped()V,org.eclipse.jetty.servlet.ServletHolder::setStopped()V,jetty-servlet-9.4.26.v20200117,7
org.eclipse.jetty.util.component.ContainerLifeCycle::manage(Lorg/eclipse/jetty/util/component/ContainerLifeCycle$Bean;)V,jetty-util-9.4.26.v20200117,org.eclipse.jetty.util.component.AbstractLifeCycle::setStopTimeout(J)V,org.eclipse.jetty.servlet.ServletHandler::setStopTimeout(J)V,jetty-servlet-9.4.26.v20200117,1
org.eclipse.jetty.server.Request::getMethod()Ljava/lang/String;,jetty-server-9.4.26.v20200117,org.eclipse.jetty.http.MetaData$Request::getMethod()Ljava/lang/String;,org.eclipse.jetty.http.MetaData$Request::getMethod()Ljava/lang/String;,jetty-http-9.4.26.v20200117,138
org.eclipse.jetty.http.HttpGenerator::generateResponse(Lorg/eclipse/jetty/http/MetaData$Response;ZLjava/nio/ByteBuffer;Ljava/nio/ByteBuffer;Ljava/nio/ByteBuffer;Z)Lorg/eclipse/jetty/http/HttpGenerator$Result;,jetty-http-9.4.26.v20200117,org.eclipse.jetty.util.BufferUtil::hasContent(Ljava/nio/ByteBuffer;)Z,org.eclipse.jetty.util.BufferUtil::hasContent(Ljava/nio/ByteBuffer;)Z,jetty-util-9.4.26.v20200117,1
org.eclipse.jetty.server.handler.AbstractHandler::doStart()V,jetty-server-9.4.26.v20200117,org.eclipse.jetty.util.component.ContainerLifeCycle::doStart()V,org.eclipse.jetty.servlet.ServletHandler::doStart()V,jetty-servlet-9.4.26.v20200117,1
org.eclipse.jetty.util.component.ContainerLifeCycle::stop(Lorg/eclipse/jetty/util/component/LifeCycle;)V,jetty-util-9.4.26.v20200117,org.eclipse.jetty.util.component.LifeCycle::stop()V,org.eclipse.jetty.server.ServerConnector$ServerConnectorManager::stop()V,jetty-server-9.4.26.v20200117,1
org.eclipse.jetty.server.Request::getContentLength()I,jetty-server-9.4.26.v20200117,org.eclipse.jetty.http.MetaData$Request::getContentLength()J,org.eclipse.jetty.http.MetaData$Request::getContentLength()J,jetty-http-9.4.26.v20200117,16
org.eclipse.jetty.http.pathmap.PathMappings::put(Lorg/eclipse/jetty/http/pathmap/PathSpec;Ljava/lang/Object;)Z,jetty-http-9.4.26.v20200117,org.eclipse.jetty.util.Trie::put(Ljava/lang/String;Ljava/lang/Object;)Z,org.eclipse.jetty.util.ArrayTernaryTrie::put(Ljava/lang/String;Ljava/lang/Object;)Z,jetty-util-9.4.26.v20200117,21
org.eclipse.jetty.server.Request::getParts(Lorg/eclipse/jetty/util/MultiMap;)Ljava/util/Collection;,jetty-server-9.4.26.v20200117,javax.servlet.http.Part::getContentType()Ljava/lang/String;,org.eclipse.jetty.util.MultiPartInputStreamParser$MultiPart::getContentType()Ljava/lang/String;,jetty-util-9.4.26.v20200117,5
org.eclipse.jetty.server.HttpChannelOverHttp::parsedHeader(Lorg/eclipse/jetty/http/HttpField;)V,jetty-server-9.4.26.v20200117,org.eclipse.jetty.http.HttpField::getHeader()Lorg/eclipse/jetty/http/HttpHeader;,org.eclipse.jetty.http.PreEncodedHttpField::getHeader()Lorg/eclipse/jetty/http/HttpHeader;,jetty-http-9.4.26.v20200117,9
org.eclipse.jetty.server.HttpChannelOverHttp::abort(Ljava/lang/Throwable;)V,jetty-server-9.4.26.v20200117,org.eclipse.jetty.http.HttpGenerator::setPersistent(Z)V,org.eclipse.jetty.http.HttpGenerator::setPersistent(Z)V,jetty-http-9.4.26.v20200117,3
org.eclipse.jetty.server.Response::setHeader(Ljava/lang/String;Ljava/lang/String;)V,jetty-server-9.4.26.v20200117,org.eclipse.jetty.http.HttpFields::put(Ljava/lang/String;Ljava/lang/String;)V,org.eclipse.jetty.http.HttpFields::put(Ljava/lang/String;Ljava/lang/String;)V,jetty-http-9.4.26.v20200117,26
org.eclipse.jetty.util.component.ContainerLifeCycle::addBean(Ljava/lang/Object;Lorg/eclipse/jetty/util/component/ContainerLifeCycle$Managed;)Z,jetty-util-9.4.26.v20200117,org.eclipse.jetty.util.component.ContainerLifeCycle::isStarting()Z,org.eclipse.jetty.server.Server::isStarting()Z,jetty-server-9.4.26.v20200117,5
org.eclipse.jetty.http.HttpParser::handleContentMessage()Z,jetty-http-9.4.26.v20200117,org.eclipse.jetty.http.HttpParser$HttpHandler::contentComplete()Z,org.eclipse.jetty.server.HttpChannelOverHttp::contentComplete()Z,jetty-server-9.4.26.v20200117,55
org.eclipse.jetty.io.ManagedSelector$SelectorProducer::processUpdates()V,jetty-io-9.4.26.v20200117,org.eclipse.jetty.util.log.Logger::isDebugEnabled()Z,org.eclipse.jetty.util.log.StdErrLog::isDebugEnabled()Z,jetty-util-9.4.26.v20200117,218
org.eclipse.jetty.server.HttpChannel::onContentComplete()Z,jetty-server-9.4.26.v20200117,org.eclipse.jetty.util.log.Logger::isDebugEnabled()Z,org.eclipse.jetty.util.log.StdErrLog::isDebugEnabled()Z,jetty-util-9.4.26.v20200117,55
org.eclipse.jetty.server.Request::getHeaderNames()Ljava/util/Enumeration;,jetty-server-9.4.26.v20200117,org.eclipse.jetty.http.MetaData$Request::getFields()Lorg/eclipse/jetty/http/HttpFields;,org.eclipse.jetty.http.MetaData$Request::getFields()Lorg/eclipse/jetty/http/HttpFields;,jetty-http-9.4.26.v20200117,21
org.eclipse.jetty.servlet.ServletHolder::newInstance()Ljavax/servlet/Servlet;,jetty-servlet-9.4.26.v20200117,javax.servlet.ServletContext::createServlet(Ljava/lang/Class;)Ljavax/servlet/Servlet;,org.eclipse.jetty.server.handler.ContextHandler$StaticContext::createServlet(Ljava/lang/Class;)Ljavax/servlet/Servlet;,jetty-server-9.4.26.v20200117,6
org.eclipse.jetty.server.HttpConnection::isOptimizedForDirectBuffers()Z,jetty-server-9.4.26.v20200117,org.eclipse.jetty.io.EndPoint::isOptimizedForDirectBuffers()Z,org.eclipse.jetty.io.SocketChannelEndPoint::isOptimizedForDirectBuffers()Z,jetty-io-9.4.26.v20200117,31
org.eclipse.jetty.servlet.ServletHolder::handle(Lorg/eclipse/jetty/server/Request;Ljavax/servlet/ServletRequest;Ljavax/servlet/ServletResponse;)V,jetty-servlet-9.4.26.v20200117,javax.servlet.Servlet::service(Ljavax/servlet/ServletRequest;Ljavax/servlet/ServletResponse;)V,org.jsoup.integration.servlets.EchoServlet::service(Ljavax/servlet/ServletRequest;Ljavax/servlet/ServletResponse;)V,org.jsoup.integration.servlets,21
org.eclipse.jetty.http.MimeTypes::normalizeMimeType(Ljava/lang/String;)Ljava/lang/String;,jetty-http-9.4.26.v20200117,org.eclipse.jetty.util.Trie::get(Ljava/lang/String;)Ljava/lang/Object;,org.eclipse.jetty.util.ArrayTrie::get(Ljava/lang/String;)Ljava/lang/Object;,jetty-util-9.4.26.v20200117,196
org.eclipse.jetty.server.HttpChannelState::completed()V,jetty-server-9.4.26.v20200117,org.eclipse.jetty.util.log.Logger::isDebugEnabled()Z,org.eclipse.jetty.util.log.StdErrLog::isDebugEnabled()Z,jetty-util-9.4.26.v20200117,56
org.eclipse.jetty.servlet.ServletHolder::initServlet()V,jetty-servlet-9.4.26.v20200117,javax.servlet.Servlet::init(Ljavax/servlet/ServletConfig;)V,org.jsoup.integration.servlets.HelloServlet::init(Ljavax/servlet/ServletConfig;)V,org.jsoup.integration.servlets,1
org.eclipse.jetty.server.Request::getParts(Lorg/eclipse/jetty/util/MultiMap;)Ljava/util/Collection;,jetty-server-9.4.26.v20200117,org.eclipse.jetty.util.IO::copy(Ljava/io/InputStream;Ljava/io/OutputStream;)V,org.eclipse.jetty.util.IO::copy(Ljava/io/InputStream;Ljava/io/OutputStream;)V,jetty-util-9.4.26.v20200117,5
org.eclipse.jetty.server.Request::getRequestURI()Ljava/lang/String;,jetty-server-9.4.26.v20200117,org.eclipse.jetty.http.HttpURI::getPath()Ljava/lang/String;,org.eclipse.jetty.http.HttpURI::getPath()Ljava/lang/String;,jetty-http-9.4.26.v20200117,21
org.eclipse.jetty.server.HttpConnection::parseRequestBuffer()Z,jetty-server-9.4.26.v20200117,org.eclipse.jetty.util.log.Logger::isDebugEnabled()Z,org.eclipse.jetty.util.log.StdErrLog::isDebugEnabled()Z,jetty-util-9.4.26.v20200117,296
org.eclipse.jetty.servlet.ServletHandler::doHandle(Ljava/lang/String;Lorg/eclipse/jetty/server/Request;Ljavax/servlet/http/HttpServletRequest;Ljavax/servlet/http/HttpServletResponse;)V,jetty-servlet-9.4.26.v20200117,org.eclipse.jetty.util.log.Logger::isDebugEnabled()Z,org.eclipse.jetty.util.log.StdErrLog::isDebugEnabled()Z,jetty-util-9.4.26.v20200117,56
org.eclipse.jetty.server.Response::addCookie(Ljavax/servlet/http/Cookie;)V,jetty-server-9.4.26.v20200117,org.eclipse.jetty.http.HttpCookie::getSameSiteFromComment(Ljava/lang/String;)Lorg/eclipse/jetty/http/HttpCookie$SameSite;,org.eclipse.jetty.http.HttpCookie::getSameSiteFromComment(Ljava/lang/String;)Lorg/eclipse/jetty/http/HttpCookie$SameSite;,jetty-http-9.4.26.v20200117,2
org.eclipse.jetty.server.Request::getCharacterEncoding()Ljava/lang/String;,jetty-server-9.4.26.v20200117,org.eclipse.jetty.util.Trie::get(Ljava/lang/String;)Ljava/lang/Object;,org.eclipse.jetty.util.ArrayTrie::get(Ljava/lang/String;)Ljava/lang/Object;,jetty-util-9.4.26.v20200117,7
org.eclipse.jetty.http.HttpParser::parseLine(Ljava/nio/ByteBuffer;)Z,jetty-http-9.4.26.v20200117,org.eclipse.jetty.http.HttpParser$RequestHandler::startRequest(Ljava/lang/String;Ljava/lang/String;Lorg/eclipse/jetty/http/HttpVersion;)Z,org.eclipse.jetty.server.HttpChannelOverHttp::startRequest(Ljava/lang/String;Ljava/lang/String;Lorg/eclipse/jetty/http/HttpVersion;)Z,jetty-server-9.4.26.v20200117,56
org.eclipse.jetty.util.component.AbstractLifeCycle::stop()V,jetty-util-9.4.26.v20200117,org.eclipse.jetty.util.component.AbstractLifeCycle::setStopping()V,org.eclipse.jetty.server.Server::setStopping()V,jetty-server-9.4.26.v20200117,1
org.eclipse.jetty.io.ChannelEndPoint::updateKey()V,jetty-io-9.4.26.v20200117,org.eclipse.jetty.util.log.Logger::isDebugEnabled()Z,org.eclipse.jetty.util.log.StdErrLog::isDebugEnabled()Z,jetty-util-9.4.26.v20200117,66
org.eclipse.jetty.server.HttpConnection::onFillable()V,jetty-server-9.4.26.v20200117,org.eclipse.jetty.io.EndPoint::isOpen()Z,org.eclipse.jetty.io.SocketChannelEndPoint::isOpen()Z,jetty-io-9.4.26.v20200117,89
org.eclipse.jetty.io.ManagedSelector$StopSelector::update(Ljava/nio/channels/Selector;)V,jetty-io-9.4.26.v20200117,org.eclipse.jetty.util.IO::close(Ljava/io/Closeable;)V,org.eclipse.jetty.util.IO::close(Ljava/io/Closeable;)V,jetty-util-9.4.26.v20200117,4
